horodatage,modele,vitesse_coupe_m_min,debit_coupe_l_min,poids_piece_process_g,epaisseur_lubrifiant_process_mm,poids_final_g,epaisseur_lubrifiant_mesuree_mm,conformite_poids,conformite_lubrifiant,conformite_globale,ecart_poids_g,ecart_lubrifiant_mm,regime_anomalie
2026-05-10 19:02:37,PIECE_A,127.53,11.478,444.871,0.221,450.926,0.2745,OK,OK,OK,0.926,-0.0255,normal
2026-05-10 19:02:42,PIECE_A,157.354,7.696,457.914,0.2531,450.759,0.2663,OK,OK,OK,0.759,-0.0337,normal
2026-05-10 19:02:47,PIECE_A,184.302,18.074,443.125,0.3398,450.508,0.3051,OK,OK,OK,0.508,0.0051,normal
2026-05-10 19:02:52,PIECE_A,190.449,14.776,453.74,0.3146,448.609,0.295,OK,OK,OK,-1.391,-0.005,normal
2026-05-10 19:02:57,PIECE_A,185.214,15.744,447.409,0.3885,450.727,0.3133,OK,OK,OK,0.727,0.0133,normal
2026-05-10 19:03:02,PIECE_A,84.633,12.962,450.462,0.2706,450.678,0.2742,OK,OK,OK,0.678,-0.0258,normal
2026-05-10 19:03:07,PIECE_A,150.296,7.812,450.116,0.4186,449.641,0.3377,OK,OK,OK,-0.359,0.0377,normal
2026-05-10 19:03:12,PIECE_A,101.165,5.917,447.919,0.1608,451.107,0.2779,OK,OK,OK,1.107,-0.0221,normal
2026-05-10 19:03:17,PIECE_A,107.428,13.849,449.426,0.4606,451.557,0.3378,OK,OK,OK,1.557,0.0378,normal
2026-05-10 19:03:22,PIECE_A,185.033,5.775,452.321,0.1029,449.823,0.237,OK,OK,OK,-0.177,-0.063,normal
2026-05-10 19:03:27,PIECE_A,156.467,8.581,447.628,0.4636,451.568,0.3438,OK,OK,OK,1.568,0.0438,normal
2026-05-10 19:03:32,PIECE_A,150.144,12.472,453.259,0.4262,449.363,0.3324,OK,OK,OK,-0.637,0.0324,normal
2026-05-10 19:03:37,PIECE_A,151.53,8.07,444.065,0.1808,450.742,0.2902,OK,OK,OK,0.742,-0.0098,normal
2026-05-10 19:03:42,PIECE_A,169.849,11.409,443.621,0.1608,447.95,0.2436,OK,OK,OK,-2.05,-0.0564,derive_1
2026-05-10 19:03:47,PIECE_A,101.694,12.358,445.814,0.364,447.359,0.2639,OK,OK,OK,-2.641,-0.0361,derive_2
2026-05-10 19:03:52,PIECE_A,189.04,17.615,456.362,0.3706,443.936,0.2614,KO,OK,KO,-6.064,-0.0386,derive_3
2026-05-10 19:03:57,PIECE_A,119.224,16.549,447.548,0.2972,441.496,0.2104,KO,OK,KO,-8.504,-0.0896,derive_4
2026-05-10 19:04:02,PIECE_A,176.007,16.909,437.633,0.1951,440.057,0.2029,KO,OK,KO,-9.943,-0.0971,derive_5
2026-05-10 19:04:07,PIECE_A,142.673,5.452,438.536,0.2122,438.486,0.1779,KO,OK,KO,-11.514,-0.1221,derive_6
2026-05-10 19:04:12,PIECE_A,104.195,8.535,443.732,0.1293,435.63,0.1264,KO,OK,KO,-14.37,-0.1736,derive_7
2026-05-10 19:04:17,PIECE_A,78.886,7.61,448.76,0.1644,435.487,0.119,KO,OK,KO,-14.513,-0.181,derive_8
2026-05-10 19:04:22,PIECE_A,153.771,9.563,450.212,0.1235,430.935,0.0988,KO,KO,KO,-19.065,-0.2012,derive_9
2026-05-10 19:04:27,PIECE_A,95.399,8.089,439.194,0.2148,429.458,0.0969,KO,KO,KO,-20.542,-0.2031,derive_10
2026-05-10 19:04:32,PIECE_A,12.849,4.058,447.458,0.3638,414.938,-0.0392,KO,KO,KO,-35.062,-0.3392,rupture
2026-05-10 19:04:37,PIECE_A,153.762,10.685,442.078,0.2159,450.525,0.2812,OK,OK,OK,0.525,-0.0188,normal
2026-05-10 19:04:42,PIECE_A,97.212,8.941,442.302,0.1939,450.497,0.2812,OK,OK,OK,0.497,-0.0188,normal
2026-05-10 19:04:47,PIECE_A,83.5,17.21,451.614,0.3534,449.385,0.3172,OK,OK,OK,-0.615,0.0172,normal
2026-05-10 19:04:52,PIECE_A,108.206,10.774,454.134,0.3917,448.46,0.3264,OK,OK,OK,-1.54,0.0264,derive_1
2026-05-10 19:04:57,PIECE_A,114.261,13.819,456.702,0.4351,444.43,0.2945,KO,OK,KO,-5.57,-0.0055,derive_2
2026-05-10 19:05:02,PIECE_A,141.717,17.774,443.829,0.4765,443.58,0.2985,KO,OK,KO,-6.42,-0.0015,derive_3
2026-05-10 19:05:07,PIECE_A,172.085,8.563,453.341,0.1407,441.644,0.2119,KO,OK,KO,-8.356,-0.0881,derive_4
2026-05-10 19:05:12,PIECE_A,80.305,14.995,448.823,0.2708,439.378,0.1971,KO,OK,KO,-10.622,-0.1029,derive_5
2026-05-10 19:05:17,PIECE_A,147.518,20.124,445.24,0.1247,437.088,0.162,KO,OK,KO,-12.912,-0.138,derive_6
2026-05-10 19:05:22,PIECE_A,142.19,20.241,441.638,0.4375,435.86,0.2052,KO,OK,KO,-14.14,-0.0948,derive_7
2026-05-10 19:05:27,PIECE_A,116.922,19.399,452.534,0.2552,433.963,0.1403,KO,OK,KO,-16.037,-0.1597,derive_8
2026-05-10 19:05:32,PIECE_A,153.853,12.134,439.205,0.1017,433.328,0.0956,KO,KO,KO,-16.672,-0.2044,derive_9
2026-05-10 19:05:37,PIECE_A,154.731,8.042,446.794,0.2247,430.069,0.1151,KO,OK,KO,-19.931,-0.1849,derive_10
2026-05-10 19:05:42,PIECE_A,12.363,6.448,451.165,0.3811,413.731,-0.0286,KO,KO,KO,-36.269,-0.3286,rupture
2026-05-10 19:05:47,PIECE_A,194.969,9.617,455.107,0.1696,449.984,0.2762,OK,OK,OK,-0.016,-0.0238,normal
2026-05-10 19:05:52,PIECE_A,174.485,13.725,457.378,0.1992,451.574,0.2675,OK,OK,OK,1.574,-0.0325,normal
2026-05-10 19:05:58,PIECE_A,85.054,8.929,449.798,0.2429,449.72,0.278,OK,OK,OK,-0.28,-0.022,normal
2026-05-10 19:06:03,PIECE_A,167.174,16.012,453.902,0.3319,450.08,0.329,OK,OK,OK,0.08,0.029,normal
2026-05-10 19:06:08,PIECE_A,106.208,7.073,450.779,0.4366,449.264,0.3133,OK,OK,OK,-0.736,0.0133,normal
2026-05-10 19:06:13,PIECE_A,121.894,18.579,449.995,0.4328,449.852,0.3419,OK,OK,OK,-0.148,0.0419,normal
2026-05-10 19:06:18,PIECE_A,125.798,9.709,453.339,0.3995,448.827,0.3382,OK,OK,OK,-1.173,0.0382,normal
2026-05-10 19:06:23,PIECE_A,193.654,18.232,456.425,0.2389,450.809,0.2681,OK,OK,OK,0.809,-0.0319,normal
2026-05-10 19:06:28,PIECE_A,133.843,8.466,442.892,0.4438,451.68,0.3513,OK,OK,OK,1.68,0.0513,normal
2026-05-10 19:06:33,PIECE_A,149.729,13.726,450.052,0.2627,450.828,0.2942,OK,OK,OK,0.828,-0.0058,normal
2026-05-10 19:06:38,PIECE_A,142.821,17.289,449.254,0.1679,450.185,0.265,OK,OK,OK,0.185,-0.035,normal
2026-05-10 19:06:43,PIECE_A,128.434,6.638,457.368,0.2521,449.868,0.2915,OK,OK,OK,-0.132,-0.0085,normal
2026-05-10 19:06:48,PIECE_A,113.005,17.652,451.141,0.4841,450.493,0.3486,OK,OK,OK,0.493,0.0486,normal
2026-05-10 19:06:53,PIECE_A,106.265,10.487,451.797,0.3972,451.389,0.3318,OK,OK,OK,1.389,0.0318,normal
2026-05-10 19:06:58,PIECE_A,107.924,19.389,454.357,0.2396,450.37,0.2973,OK,OK,OK,0.37,-0.0027,normal
2026-05-10 19:07:03,PIECE_A,140.362,11.32,448.917,0.1775,449.78,0.2709,OK,OK,OK,-0.22,-0.0291,normal
2026-05-10 19:07:08,PIECE_A,188.399,15.854,451.659,0.1556,450.293,0.2444,OK,OK,OK,0.293,-0.0556,normal
2026-05-10 19:07:13,PIECE_A,158.87,9.898,447.743,0.3016,451.042,0.2829,OK,OK,OK,1.042,-0.0171,normal
2026-05-10 19:07:18,PIECE_A,85.94,16.832,455.981,0.466,449.068,0.3358,OK,OK,OK,-0.932,0.0358,normal
2026-05-10 19:07:23,PIECE_A,163.098,19.7,452.265,0.2738,449.67,0.2685,OK,OK,OK,-0.33,-0.0315,normal
2026-05-10 19:07:28,PIECE_A,151.582,6.803,445.086,0.1236,449.567,0.2494,OK,OK,OK,-0.433,-0.0506,normal
2026-05-10 19:07:33,PIECE_A,154.287,19.925,458.302,0.3548,449.876,0.284,OK,OK,OK,-0.124,-0.016,normal
2026-05-10 19:07:38,PIECE_A,179.727,6.557,443.414,0.4209,450.006,0.3229,OK,OK,OK,0.006,0.0229,normal
2026-05-10 19:07:43,PIECE_A,107.107,10.786,450.836,0.4143,449.393,0.3339,OK,OK,OK,-0.607,0.0339,normal
2026-05-10 19:07:48,PIECE_A,165.667,15.074,444.939,0.3098,450.064,0.3021,OK,OK,OK,0.064,0.0021,normal
2026-05-10 19:07:53,PIECE_A,95.194,10.484,452.277,0.3329,449.235,0.3121,OK,OK,OK,-0.765,0.0121,normal
2026-05-10 19:07:58,PIECE_A,163.062,7.219,454.278,0.2937,450.282,0.3191,OK,OK,OK,0.282,0.0191,normal
2026-05-10 19:08:03,PIECE_A,80.936,7.885,446.37,0.4919,449.965,0.3624,OK,OK,OK,-0.035,0.0624,normal
2026-05-10 19:08:08,PIECE_A,179.245,19.308,442.674,0.3972,448.544,0.3204,OK,OK,OK,-1.456,0.0204,normal
2026-05-10 19:08:13,PIECE_A,154.259,12.14,442.948,0.326,448.631,0.2916,OK,OK,OK,-1.369,-0.0084,normal
2026-05-10 19:08:18,PIECE_A,96.05,16.232,448.203,0.1204,449.902,0.2652,OK,OK,OK,-0.098,-0.0348,normal
2026-05-10 19:08:23,PIECE_A,165.956,18.937,447.785,0.1496,449.592,0.2697,OK,OK,OK,-0.408,-0.0303,normal
2026-05-10 19:08:28,PIECE_A,194.139,15.239,444.603,0.4177,450.72,0.323,OK,OK,OK,0.72,0.023,normal
2026-05-10 19:08:33,PIECE_A,167.324,19.765,444.199,0.3787,449.396,0.332,OK,OK,OK,-0.604,0.032,normal
2026-05-10 19:08:38,PIECE_A,86.393,6.455,451.836,0.1919,449.325,0.2993,OK,OK,OK,-0.675,-0.0007,normal
2026-05-10 19:08:43,PIECE_A,91.521,7.187,451.656,0.1341,449.171,0.2722,OK,OK,OK,-0.829,-0.0278,normal
2026-05-10 19:08:48,PIECE_A,83.569,19.081,455.824,0.3019,451.172,0.3179,OK,OK,OK,1.172,0.0179,normal
2026-05-10 19:08:53,PIECE_A,104.579,14.24,441.749,0.1907,451.574,0.295,OK,OK,OK,1.574,-0.005,derive_1
2026-05-10 19:08:58,PIECE_A,139.384,15.57,447.074,0.1436,454.136,0.3174,OK,OK,OK,4.136,0.0174,derive_2
2026-05-10 19:09:03,PIECE_A,115.271,18.58,460.382,0.2573,456.794,0.3226,KO,OK,KO,6.794,0.0226,derive_3
2026-05-10 19:09:08,PIECE_A,104.212,8.042,456.176,0.423,455.781,0.4017,KO,OK,KO,5.781,0.1017,derive_4
2026-05-10 19:09:13,PIECE_A,191.667,13.842,444.744,0.5107,460.371,0.4317,KO,OK,KO,10.371,0.1317,derive_5
2026-05-10 19:09:18,PIECE_A,156.357,12.113,449.369,0.4193,462.852,0.4475,KO,OK,KO,12.852,0.1475,derive_6
2026-05-10 19:09:23,PIECE_A,154.999,11.591,448.237,0.1984,464.381,0.4039,KO,OK,KO,14.381,0.1039,derive_7
2026-05-10 19:09:28,PIECE_A,116.881,6.379,456.114,0.3408,466.794,0.444,KO,OK,KO,16.794,0.144,derive_8
2026-05-10 19:09:33,PIECE_A,120.237,11.825,453.914,0.4877,468.441,0.522,KO,KO,KO,18.441,0.222,derive_9
2026-05-10 19:09:38,PIECE_A,120.369,13.72,447.947,0.3641,470.617,0.4883,KO,OK,KO,20.617,0.1883,derive_10
2026-05-10 19:09:43,PIECE_A,15.41,2.742,447.994,0.2368,486.212,0.6371,KO,KO,KO,36.212,0.3371,rupture
2026-05-10 19:09:48,PIECE_A,80.549,9.467,457.609,0.2059,450.904,0.2915,OK,OK,OK,0.904,-0.0085,normal
2026-05-10 19:09:53,PIECE_A,146.793,6.957,453.803,0.4442,448.843,0.3414,OK,OK,OK,-1.157,0.0414,normal
2026-05-10 19:09:59,PIECE_A,185.042,10.172,446.514,0.2074,449.069,0.3037,OK,OK,OK,-0.931,0.0037,normal
2026-05-10 19:10:04,PIECE_A,112.847,15.463,446.794,0.3425,450.474,0.3034,OK,OK,OK,0.474,0.0034,normal
2026-05-10 19:10:09,PIECE_A,121.668,15.323,451.626,0.2041,452.32,0.2973,OK,OK,OK,2.32,-0.0027,derive_1
2026-05-10 19:10:14,PIECE_A,98.517,6.215,445.313,0.3688,454.951,0.3524,OK,OK,OK,4.951,0.0524,derive_2
2026-05-10 19:10:19,PIECE_A,172.02,14.546,447.935,0.3022,455.784,0.3526,KO,OK,KO,5.784,0.0526,derive_3
2026-05-10 19:10:24,PIECE_A,120.784,8.739,452.341,0.3972,458.334,0.4021,KO,OK,KO,8.334,0.1021,derive_4
2026-05-10 19:10:29,PIECE_A,199.02,7.345,461.386,0.3442,460.457,0.428,KO,OK,KO,10.457,0.128,derive_5
2026-05-10 19:10:34,PIECE_A,181.254,13.139,445.804,0.5328,460.846,0.4583,KO,OK,KO,10.846,0.1583,derive_6
2026-05-10 19:10:39,PIECE_A,96.381,16.246,463.356,0.3663,463.07,0.4565,KO,OK,KO,13.07,0.1565,derive_7
2026-05-10 19:10:44,PIECE_A,214.075,4.764,455.106,0.3768,465.34,0.4613,KO,OK,KO,15.34,0.1613,derive_8
2026-05-10 19:10:49,PIECE_A,134.871,13.041,456.248,0.3726,467.59,0.4622,KO,OK,KO,17.59,0.1622,derive_9
2026-05-10 19:10:54,PIECE_A,180.457,13.124,462.478,0.3193,470.509,0.4827,KO,OK,KO,20.509,0.1827,derive_10
2026-05-10 19:10:59,PIECE_A,29.475,6.939,453.02,0.537,486.614,0.7168,KO,KO,KO,36.614,0.4168,rupture
2026-05-10 19:11:04,PIECE_A,121.027,16.587,452.345,0.1655,449.802,0.2663,OK,OK,OK,-0.198,-0.0337,normal
2026-05-10 19:11:09,PIECE_A,188.038,19.283,442.496,0.4809,449.744,0.3557,OK,OK,OK,-0.256,0.0557,normal
2026-05-10 19:11:14,PIECE_A,199.868,13.977,446.21,0.3314,449.985,0.3102,OK,OK,OK,-0.015,0.0102,normal
2026-05-10 19:11:19,PIECE_A,187.749,13.167,442.939,0.4371,450.56,0.3399,OK,OK,OK,0.56,0.0399,normal
2026-05-10 19:11:24,PIECE_A,160.32,13.132,444.366,0.2118,449.976,0.2643,OK,OK,OK,-0.024,-0.0357,normal
2026-05-10 19:11:29,PIECE_A,109.203,7.324,441.324,0.1456,450.341,0.252,OK,OK,OK,0.341,-0.048,normal
2026-05-10 19:11:34,PIECE_A,131.745,17.455,458.997,0.2841,449.354,0.3136,OK,OK,OK,-0.646,0.0136,normal
2026-05-10 19:11:39,PIECE_A,156.785,6.353,444.514,0.3662,451.192,0.3027,OK,OK,OK,1.192,0.0027,normal
2026-05-10 19:11:44,PIECE_A,178.592,8.181,450.456,0.274,451.601,0.2832,OK,OK,OK,1.601,-0.0168,normal
2026-05-10 19:11:49,PIECE_A,109.649,10.368,441.103,0.2005,450.533,0.2724,OK,OK,OK,0.533,-0.0276,normal
2026-05-10 19:11:54,PIECE_A,108.794,10.648,455.151,0.3042,450.575,0.2908,OK,OK,OK,0.575,-0.0092,normal
2026-05-10 19:11:59,PIECE_A,122.661,17.244,450.267,0.3077,447.991,0.3,OK,OK,OK,-2.009,0.0,derive_1
2026-05-10 19:12:04,PIECE_A,191.809,17.593,453.936,0.4368,445.803,0.2947,OK,OK,OK,-4.197,-0.0053,derive_2
2026-05-10 19:12:09,PIECE_A,141.023,9.633,441.439,0.1568,443.799,0.1922,KO,OK,KO,-6.201,-0.1078,derive_3
2026-05-10 19:12:14,PIECE_A,129.843,11.909,451.551,0.1881,442.286,0.2081,KO,OK,KO,-7.714,-0.0919,derive_4
2026-05-10 19:12:19,PIECE_A,169.115,19.23,448.787,0.1455,438.212,0.1783,KO,OK,KO,-11.788,-0.1217,derive_5
2026-05-10 19:12:24,PIECE_A,177.797,14.341,449.77,0.4144,438.523,0.2382,KO,OK,KO,-11.477,-0.0618,derive_6
2026-05-10 19:12:29,PIECE_A,153.587,12.854,444.636,0.1407,435.999,0.1328,KO,OK,KO,-14.001,-0.1672,derive_7
2026-05-10 19:12:34,PIECE_A,168.518,17.608,442.764,0.2994,434.236,0.1286,KO,OK,KO,-15.764,-0.1714,derive_8
2026-05-10 19:12:39,PIECE_A,177.408,9.256,438.262,0.2301,432.575,0.1225,KO,OK,KO,-17.425,-0.1775,derive_9
2026-05-10 19:12:44,PIECE_A,83.792,9.725,449.398,0.2024,429.999,0.1144,KO,OK,KO,-20.001,-0.1856,derive_10
2026-05-10 19:12:49,PIECE_A,13.677,8.101,452.215,0.1355,413.05,-0.0779,KO,KO,KO,-36.95,-0.3779,rupture
2026-05-10 19:12:54,PIECE_A,129.611,6.714,452.834,0.3535,451.038,0.3174,OK,OK,OK,1.038,0.0174,normal
2026-05-10 19:12:59,PIECE_A,166.274,13.065,452.044,0.3406,450.241,0.2954,OK,OK,OK,0.241,-0.0046,normal
2026-05-10 19:13:04,PIECE_A,176.217,15.493,444.688,0.1765,450.561,0.2703,OK,OK,OK,0.561,-0.0297,normal
2026-05-10 19:13:09,PIECE_A,176.929,10.248,445.218,0.474,448.686,0.3255,OK,OK,OK,-1.314,0.0255,normal
2026-05-10 19:13:14,PIECE_A,99.356,13.756,454.273,0.1616,449.424,0.2547,OK,OK,OK,-0.576,-0.0453,normal
2026-05-10 19:13:19,PIECE_A,159.805,5.459,453.084,0.2625,452.546,0.3125,OK,OK,OK,2.546,0.0125,derive_1
2026-05-10 19:13:24,PIECE_A,194.742,8.446,444.543,0.2094,454.881,0.3212,OK,OK,OK,4.881,0.0212,derive_2
2026-05-10 19:13:29,PIECE_A,198.026,14.538,443.249,0.4107,456.352,0.3807,KO,OK,KO,6.352,0.0807,derive_3
2026-05-10 19:13:34,PIECE_A,151.509,5.704,458.83,0.1273,457.348,0.322,KO,OK,KO,7.348,0.022,derive_4
2026-05-10 19:13:39,PIECE_A,107.141,19.005,454.902,0.2791,460.738,0.389,KO,OK,KO,10.738,0.089,derive_5
2026-05-10 19:13:44,PIECE_A,142.579,6.734,462.268,0.3504,462.429,0.4234,KO,OK,KO,12.429,0.1234,derive_6
2026-05-10 19:13:49,PIECE_A,152.369,18.312,446.767,0.4254,463.184,0.4673,KO,OK,KO,13.184,0.1673,derive_7
2026-05-10 19:13:55,PIECE_A,165.509,10.805,454.631,0.44,466.865,0.4738,KO,OK,KO,16.865,0.1738,derive_8
2026-05-10 19:14:00,PIECE_A,164.793,6.428,460.655,0.2007,468.863,0.4269,KO,OK,KO,18.863,0.1269,derive_9
2026-05-10 19:14:05,PIECE_A,98.584,8.283,458.088,0.4996,471.014,0.5507,KO,KO,KO,21.014,0.2507,derive_10
2026-05-10 19:14:10,PIECE_A,32.39,5.175,456.029,0.3215,485.536,0.6641,KO,KO,KO,35.536,0.3641,rupture
2026-05-10 19:14:15,PIECE_A,109.811,7.802,446.009,0.2859,450.437,0.2856,OK,OK,OK,0.437,-0.0144,normal
2026-05-10 19:14:20,PIECE_A,168.242,11.103,455.756,0.4621,449.302,0.3412,OK,OK,OK,-0.698,0.0412,normal
2026-05-10 19:14:25,PIECE_A,118.72,13.876,458.305,0.2388,450.603,0.2702,OK,OK,OK,0.603,-0.0298,normal
2026-05-10 19:14:30,PIECE_A,132.62,17.529,442.265,0.2509,451.003,0.2939,OK,OK,OK,1.003,-0.0061,normal
2026-05-10 19:14:35,PIECE_A,130.929,6.668,446.38,0.3076,451.004,0.3101,OK,OK,OK,1.004,0.0101,normal
2026-05-10 19:14:40,PIECE_A,186.479,15.194,454.3,0.2896,449.874,0.2954,OK,OK,OK,-0.126,-0.0046,normal
2026-05-10 19:14:45,PIECE_A,193.969,9.022,450.927,0.2534,449.586,0.27,OK,OK,OK,-0.414,-0.03,normal
2026-05-10 19:14:50,PIECE_A,190.573,12.475,453.415,0.1246,451.127,0.2583,OK,OK,OK,1.127,-0.0417,normal
2026-05-10 19:14:55,PIECE_A,168.144,5.172,441.015,0.2526,449.395,0.3051,OK,OK,OK,-0.605,0.0051,normal
2026-05-10 19:15:00,PIECE_A,184.066,19.937,442.428,0.3736,447.004,0.2909,OK,OK,OK,-2.996,-0.0091,derive_1
2026-05-10 19:15:05,PIECE_A,149.704,9.04,446.008,0.322,445.36,0.2779,OK,OK,OK,-4.64,-0.0221,derive_2
2026-05-10 19:15:10,PIECE_A,146.054,8.793,447.762,0.3036,444.418,0.245,KO,OK,KO,-5.582,-0.055,derive_3
2026-05-10 19:15:15,PIECE_A,177.957,8.931,453.74,0.4655,441.761,0.2959,KO,OK,KO,-8.239,-0.0041,derive_4
2026-05-10 19:15:20,PIECE_A,184.069,14.78,440.09,0.0789,439.145,0.1366,KO,OK,KO,-10.855,-0.1634,derive_5
2026-05-10 19:15:25,PIECE_A,86.069,16.087,442.703,0.3119,437.771,0.175,KO,OK,KO,-12.229,-0.125,derive_6
2026-05-10 19:15:30,PIECE_A,124.64,6.638,452.503,0.2055,436.755,0.1484,KO,OK,KO,-13.245,-0.1516,derive_7
2026-05-10 19:15:35,PIECE_A,150.209,19.199,439.569,0.3837,433.035,0.1633,KO,OK,KO,-16.965,-0.1367,derive_8
2026-05-10 19:15:40,PIECE_A,173.855,7.428,435.008,0.4353,433.676,0.1857,KO,OK,KO,-16.324,-0.1143,derive_9
2026-05-10 19:15:45,PIECE_A,115.433,9.808,437.108,0.1849,428.676,0.0846,KO,KO,KO,-21.324,-0.2154,derive_10
2026-05-10 19:15:50,PIECE_A,20.632,2.652,449.045,0.2155,413.639,-0.0832,KO,KO,KO,-36.361,-0.3832,rupture
2026-05-10 19:15:55,PIECE_A,160.293,18.465,444.194,0.2015,451.32,0.2867,OK,OK,OK,1.32,-0.0133,normal
2026-05-10 19:16:00,PIECE_A,160.587,9.093,454.355,0.1239,451.369,0.2635,OK,OK,OK,1.369,-0.0365,normal
2026-05-10 19:16:05,PIECE_A,148.664,12.902,457.957,0.1021,450.536,0.2764,OK,OK,OK,0.536,-0.0236,normal
2026-05-10 19:16:10,PIECE_A,157.573,5.692,448.491,0.1772,450.642,0.2834,OK,OK,OK,0.642,-0.0166,normal
2026-05-10 19:16:15,PIECE_A,190.67,15.592,448.548,0.3727,449.859,0.3299,OK,OK,OK,-0.141,0.0299,normal
2026-05-10 19:16:20,PIECE_A,185.26,13.864,447.7,0.1991,449.213,0.2708,OK,OK,OK,-0.787,-0.0292,normal
2026-05-10 19:16:25,PIECE_A,119.918,12.621,444.296,0.4374,449.035,0.3212,OK,OK,OK,-0.965,0.0212,normal
2026-05-10 19:16:30,PIECE_A,173.692,11.212,447.962,0.1936,449.87,0.2863,OK,OK,OK,-0.13,-0.0137,normal
2026-05-10 19:16:35,PIECE_A,105.382,19.471,454.449,0.1978,450.337,0.2736,OK,OK,OK,0.337,-0.0264,normal
2026-05-10 19:16:40,PIECE_A,83.274,11.761,443.88,0.421,449.442,0.3352,OK,OK,OK,-0.558,0.0352,normal
2026-05-10 19:16:45,PIECE_A,162.275,6.712,449.064,0.3846,450.74,0.3144,OK,OK,OK,0.74,0.0144,normal
2026-05-10 19:16:50,PIECE_A,138.362,11.662,452.631,0.2419,448.488,0.2985,OK,OK,OK,-1.512,-0.0015,normal
2026-05-10 19:16:55,PIECE_A,142.817,16.691,442.215,0.3857,450.294,0.33,OK,OK,OK,0.294,0.03,normal
2026-05-10 19:17:00,PIECE_A,132.293,15.168,451.076,0.4662,451.184,0.3222,OK,OK,OK,1.184,0.0222,normal
2026-05-10 19:17:05,PIECE_A,103.517,5.793,453.519,0.1427,450.006,0.2659,OK,OK,OK,0.006,-0.0341,normal
2026-05-10 19:17:10,PIECE_A,125.868,18.185,441.436,0.2393,450.501,0.2783,OK,OK,OK,0.501,-0.0217,normal
2026-05-10 19:17:15,PIECE_A,107.814,17.831,445.615,0.3529,451.245,0.3213,OK,OK,OK,1.245,0.0213,normal
2026-05-10 19:17:21,PIECE_A,93.194,18.377,441.306,0.1542,450.549,0.2658,OK,OK,OK,0.549,-0.0342,normal
2026-05-10 19:17:26,PIECE_A,84.531,12.197,454.091,0.1793,449.273,0.2916,OK,OK,OK,-0.727,-0.0084,normal
2026-05-10 19:17:31,PIECE_A,195.1,9.647,457.289,0.197,450.05,0.2645,OK,OK,OK,0.05,-0.0355,normal
2026-05-10 19:17:36,PIECE_A,175.203,12.01,445.84,0.4252,450.888,0.3368,OK,OK,OK,0.888,0.0368,normal
2026-05-10 19:17:41,PIECE_A,82.447,9.529,454.018,0.3934,450.257,0.3007,OK,OK,OK,0.257,0.0007,normal
2026-05-10 19:17:46,PIECE_A,87.39,18.025,441.542,0.4469,451.434,0.3267,OK,OK,OK,1.434,0.0267,normal
2026-05-10 19:17:51,PIECE_A,153.621,14.46,444.949,0.444,449.56,0.3452,OK,OK,OK,-0.44,0.0452,normal
2026-05-10 19:17:56,PIECE_A,110.398,19.029,457.115,0.4836,449.651,0.3593,OK,OK,OK,-0.349,0.0593,normal
2026-05-10 19:18:01,PIECE_A,196.369,19.328,457.855,0.1968,449.997,0.2952,OK,OK,OK,-0.003,-0.0048,normal
2026-05-10 19:18:06,PIECE_A,115.302,9.373,447.429,0.325,449.859,0.2977,OK,OK,OK,-0.141,-0.0023,normal
2026-05-10 19:18:11,PIECE_A,179.259,11.298,448.459,0.2386,451.011,0.2716,OK,OK,OK,1.011,-0.0284,normal
2026-05-10 19:18:16,PIECE_A,169.37,6.005,448.964,0.3573,448.979,0.3207,OK,OK,OK,-1.021,0.0207,normal
2026-05-10 19:18:21,PIECE_A,84.602,12.277,448.041,0.3165,449.465,0.2985,OK,OK,OK,-0.535,-0.0015,normal
2026-05-10 19:18:26,PIECE_A,135.991,5.588,456.602,0.1779,449.942,0.276,OK,OK,OK,-0.058,-0.024,normal
2026-05-10 19:18:31,PIECE_A,97.066,17.215,455.223,0.3753,449.089,0.3327,OK,OK,OK,-0.911,0.0327,normal
2026-05-10 19:18:36,PIECE_A,86.403,13.939,444.84,0.3716,450.787,0.3003,OK,OK,OK,0.787,0.0003,normal
2026-05-10 19:18:41,PIECE_A,192.609,18.101,458.922,0.1294,449.345,0.2456,OK,OK,OK,-0.655,-0.0544,normal
2026-05-10 19:18:46,PIECE_A,80.223,19.591,458.801,0.1033,449.227,0.2566,OK,OK,OK,-0.773,-0.0434,normal
2026-05-10 19:18:51,PIECE_A,183.536,6.159,452.137,0.313,451.075,0.273,OK,OK,OK,1.075,-0.027,normal
2026-05-10 19:18:56,PIECE_A,98.849,7.02,457.79,0.1112,449.18,0.2481,OK,OK,OK,-0.82,-0.0519,normal
2026-05-10 19:19:01,PIECE_A,167.883,10.71,450.969,0.4878,450.032,0.3397,OK,OK,OK,0.032,0.0397,normal
2026-05-10 19:19:06,PIECE_A,114.88,17.9,455.806,0.2262,450.322,0.2649,OK,OK,OK,0.322,-0.0351,normal
2026-05-10 19:19:11,PIECE_A,131.782,9.673,455.03,0.4042,450.358,0.3316,OK,OK,OK,0.358,0.0316,derive_1
2026-05-10 19:19:16,PIECE_A,100.471,18.718,459.113,0.2683,453.276,0.3147,OK,OK,OK,3.276,0.0147,derive_2
2026-05-10 19:19:21,PIECE_A,155.939,14.765,458.439,0.4014,455.45,0.3649,KO,OK,KO,5.45,0.0649,derive_3
2026-05-10 19:19:26,PIECE_A,142.501,10.579,459.672,0.372,459.512,0.3846,KO,OK,KO,9.512,0.0846,derive_4
