horodatage,modele,fournisseur_matiere,numero_pastille,pastille_retaillee,numero_passage,four_consigne_C,four_reel_C,inducteur_puissance_1_consigne_kW,inducteur_puissance_1_reel_kW,inducteur_puissance_2_consigne_kW,inducteur_puissance_2_reel_kW,pyrometre_inducteur_1_C,pyrometre_inducteur_2_C,frette_int_consigne_C,frette_int_reel_C,frette_ext_consigne_C,frette_ext_reel_C,temps_chauffe_inducteur_s,temps_transition_s,compteur_chauffe_ok,compteur_frappe_ok,machine,nom_recette,diametre_apres_filage_mm,longueur_apres_filage_mm,concentricite_mm,conformite_diametre,conformite_longueur,conformite_concentricite,conformite_globale,ecart_diametre_mm,ecart_longueur_mm,ecart_concentricite_mm,regime_anomalie,inducteur_1_point_1_C,inducteur_1_point_2_C,inducteur_1_point_3_C,inducteur_1_point_4_C,inducteur_2_point_1_C,inducteur_2_point_2_C,inducteur_2_point_3_C,inducteur_2_point_4_C,lvdt_01_consigne_mm,lvdt_01_reel_mm,lvdt_01_ecart_mm,lvdt_02_consigne_mm,lvdt_02_reel_mm,lvdt_02_ecart_mm,lvdt_03_consigne_mm,lvdt_03_reel_mm,lvdt_03_ecart_mm,lvdt_04_consigne_mm,lvdt_04_reel_mm,lvdt_04_ecart_mm,lvdt_05_consigne_mm,lvdt_05_reel_mm,lvdt_05_ecart_mm,lvdt_06_consigne_mm,lvdt_06_reel_mm,lvdt_06_ecart_mm,lvdt_07_consigne_mm,lvdt_07_reel_mm,lvdt_07_ecart_mm,lvdt_08_consigne_mm,lvdt_08_reel_mm,lvdt_08_ecart_mm,lvdt_09_consigne_mm,lvdt_09_reel_mm,lvdt_09_ecart_mm,lvdt_10_consigne_mm,lvdt_10_reel_mm,lvdt_10_ecart_mm,lvdt_11_consigne_mm,lvdt_11_reel_mm,lvdt_11_ecart_mm,lvdt_12_consigne_mm,lvdt_12_reel_mm,lvdt_12_ecart_mm,lvdt_13_consigne_mm,lvdt_13_reel_mm,lvdt_13_ecart_mm,lvdt_14_consigne_mm,lvdt_14_reel_mm,lvdt_14_ecart_mm,lvdt_15_consigne_mm,lvdt_15_reel_mm,lvdt_15_ecart_mm,lvdt_16_consigne_mm,lvdt_16_reel_mm,lvdt_16_ecart_mm,lvdt_17_consigne_mm,lvdt_17_reel_mm,lvdt_17_ecart_mm,lvdt_18_consigne_mm,lvdt_18_reel_mm,lvdt_18_ecart_mm,lvdt_19_consigne_mm,lvdt_19_reel_mm,lvdt_19_ecart_mm,lvdt_20_consigne_mm,lvdt_20_reel_mm,lvdt_20_ecart_mm,lvdt_21_consigne_mm,lvdt_21_reel_mm,lvdt_21_ecart_mm
2026-05-10 18:51:58,PIECE_A,FournB,10084,False,2,505.58,499.35,143.995,147.339,143.605,140.414,858.55,894.01,174.39,173.14,132.03,131.45,13.12,5.52,85,65,M2224,3M1L1A_C,28.5234,125.044,0.0082,OK,OK,OK,OK,0.0234,0.044,0.0082,derive_3,843.61,857.4,840.82,853.61,880.76,877.16,913.68,909.27,43.8206,43.7857,-0.0349,21.9386,21.9259,-0.0127,31.7648,31.6717,-0.0931,26.3806,26.3902,0.0096,36.5781,36.6076,0.0295,32.7402,32.681,-0.0592,18.4604,18.3651,-0.0953,35.4725,35.5576,0.0851,26.0112,26.111,0.0998,37.4915,37.5102,0.0187,23.6257,23.7217,0.096,26.9815,26.9217,-0.0598,45.2858,45.3121,0.0263,41.9332,41.8577,-0.0755,22.9962,23.0383,0.0421,44.0963,44.1472,0.0509,17.765,17.6704,-0.0946,25.3119,25.3325,0.0206,45.5573,45.6324,0.0751,34.1315,34.2261,0.0946,29.5425,29.5991,0.0566
2026-05-10 18:52:03,PIECE_A,FournC,10085,False,1,515.41,524.38,142.989,138.94,105.623,105.991,896.14,949.73,188.5,187.44,142.15,142.73,11.96,5.39,86,66,M2224,3M1L1A_C,28.5398,125.028,0.01095,OK,OK,OK,OK,0.0398,0.028,0.01095,derive_4,869.69,904.65,868.59,901.58,925.76,978.16,978.14,918.75,21.3943,21.4692,0.0749,21.646,21.6972,0.0512,41.7871,41.8224,0.0353,42.7589,42.8514,0.0925,43.9861,44.0151,0.029,22.406,22.3343,-0.0717,47.1709,47.0841,-0.0868,13.5727,13.5903,0.0176,18.7888,18.7878,-0.001,16.6773,16.7431,0.0658,41.1565,41.1572,0.0007,15.6566,15.646,-0.0106,15.8299,15.9066,0.0767,17.8499,17.7768,-0.0731,18.6719,18.7021,0.0302,28.3132,28.329,0.0158,32.6965,32.7613,0.0648,22.5431,22.4886,-0.0545,13.0788,13.0326,-0.0462,46.8193,46.8276,0.0083,46.0579,46.0383,-0.0196
2026-05-10 18:52:08,PIECE_A,FournB,10086,True,4,573.6,548.36,96.053,93.591,142.999,142.016,1127.6,1138.71,199.03,198.25,171.27,170.83,15.36,7.34,87,67,M2225,3M1L3A_C,28.5476,125.006,0.015,OK,OK,OK,OK,0.0476,0.006,0.015,derive_5,1122.22,1109.66,1121.94,1151.07,1156.8,1107.86,1131.57,1150.41,25.6853,25.7798,0.0945,42.9145,42.9577,0.0432,38.5063,38.5902,0.0839,12.9885,12.9869,-0.0016,44.13,44.216,0.086,32.1325,32.175,0.0425,46.158,46.1607,0.0027,12.093,11.997,-0.096,46.1313,46.1316,0.0003,16.181,16.2191,0.0381,34.6426,34.5678,-0.0748,33.9606,33.8997,-0.0609,15.135,15.121,-0.014,28.5954,28.6898,0.0944,12.5652,12.532,-0.0332,13.1978,13.1765,-0.0213,22.942,23.0371,0.0951,24.2259,24.2643,0.0384,41.3928,41.3828,-0.01,14.9329,14.9984,0.0655,17.5788,17.6221,0.0433
2026-05-10 18:52:13,PIECE_A,FournC,10087,True,4,570.14,581.58,53.883,54.347,115.399,117.04,1059.41,1134.78,169.34,167.84,177.44,177.33,11.11,6.25,88,67,M2224,3M1L1A_C,28.5609,124.999,0.01278,NOK,OK,OK,NOK,0.0609,-0.001,0.01278,derive_6,1061.3,1090.37,1025.87,1091.5,1148.9,1137.24,1159.51,1121.5,45.1805,45.1061,-0.0744,19.4409,19.3556,-0.0853,40.9967,41.0559,0.0592,13.1061,13.1055,-0.0006,16.1263,16.0407,-0.0856,17.1931,17.1941,0.001,23.7865,23.8426,0.0561,29.1875,29.2274,0.0399,27.4215,27.3607,-0.0608,14.0526,14.0625,0.0099,41.4569,41.4643,0.0074,27.1003,27.1612,0.0609,20.1138,20.1221,0.0083,43.3799,43.3697,-0.0102,15.8852,15.9494,0.0642,41.3334,41.3665,0.0331,16.9309,16.8717,-0.0592,42.7678,42.6878,-0.08,33.7928,33.7338,-0.059,23.2436,23.2258,-0.0178,31.4472,31.3572,-0.09
2026-05-10 18:52:18,PIECE_A,FournA,10088,False,2,596.69,581.25,115.653,117.062,109.564,112.039,1213.56,838.84,190.89,193.58,155.04,154.17,15.24,6.53,89,67,M2225,3M1L3A_C,28.5604,125.013,0.0172,NOK,OK,OK,NOK,0.0604,0.013,0.0172,derive_7,1180.0,1180.0,1180.0,1180.0,854.67,827.43,844.68,858.01,45.1981,45.1534,-0.0447,19.0799,19.0306,-0.0493,18.7627,18.8538,0.0911,28.1411,28.0643,-0.0768,33.1429,33.121,-0.0219,13.4615,13.4974,0.0359,21.6059,21.5423,-0.0636,31.2942,31.2472,-0.047,41.5861,41.6603,0.0742,37.8547,37.9501,0.0954,23.3864,23.3942,0.0078,28.5759,28.6498,0.0739,38.8629,38.9385,0.0756,35.8272,35.8667,0.0395,16.9705,17.037,0.0665,39.1842,39.2421,0.0579,16.6736,16.7166,0.043,18.1237,18.0658,-0.0579,27.7704,27.8631,0.0927,29.4056,29.3356,-0.07,43.3262,43.2974,-0.0288
2026-05-10 18:52:23,PIECE_A,FournB,10089,True,3,578.52,567.83,69.527,67.666,71.572,71.378,1163.41,928.91,182.82,184.03,134.13,137.59,24.45,5.09,90,67,M2225,3M1L1A_C,28.5804,125.01,0.01851,NOK,OK,OK,NOK,0.0804,0.01,0.01851,derive_8,1118.76,1132.23,1150.15,1180.0,918.36,892.61,960.97,955.05,30.3378,30.4187,0.0809,27.8413,27.8994,0.0581,42.1859,42.2043,0.0184,37.9172,37.9459,0.0287,39.5195,39.4752,-0.0443,33.638,33.6922,0.0542,41.8885,41.8854,-0.0031,37.9987,37.9786,-0.0201,40.988,40.9743,-0.0137,39.432,39.5191,0.0871,20.6856,20.7449,0.0593,46.0869,46.1448,0.0579,36.4655,36.4604,-0.0051,44.392,44.3159,-0.0761,16.4201,16.3741,-0.046,13.995,13.9622,-0.0328,21.0137,21.0872,0.0735,46.0704,46.1655,0.0951,13.43,13.3757,-0.0543,28.0524,27.954,-0.0984,17.9453,17.9744,0.0291
2026-05-10 18:52:28,PIECE_A,FournB,10090,False,5,469.85,456.58,102.99,103.729,72.613,71.026,1036.7,1149.35,197.55,197.69,170.12,169.66,29.81,2.02,91,67,M2224,3M1L3A_C,28.5827,124.955,0.01948,NOK,OK,OK,NOK,0.0827,-0.045,0.01948,derive_9,1078.73,1037.8,1059.11,1038.04,1106.23,1131.33,1176.99,1136.62,40.2054,40.2836,0.0782,15.4787,15.5458,0.0671,46.7729,46.8711,0.0982,22.0204,22.0764,0.056,37.8057,37.7229,-0.0828,17.6557,17.6142,-0.0415,13.555,13.4872,-0.0678,33.2561,33.2367,-0.0194,12.9652,13.0018,0.0366,26.5993,26.5998,0.0005,14.9799,14.9938,0.0139,31.7841,31.8766,0.0925,23.7281,23.642,-0.0861,20.0206,20.0187,-0.0019,31.5581,31.5995,0.0414,20.0678,19.9761,-0.0917,34.5372,34.5937,0.0565,19.081,19.0805,-0.0005,28.7947,28.8708,0.0761,14.1132,14.1022,-0.011,36.9573,36.9502,-0.0071
2026-05-10 18:52:33,PIECE_A,FournC,10091,False,3,562.51,585.24,140.261,143.467,60.093,59.739,954.41,846.17,176.61,177.56,124.1,122.56,22.25,7.8,92,67,M2224,3M1L2A_C,28.5878,124.995,0.02243,NOK,OK,OK,NOK,0.0878,-0.005,0.02243,derive_10,956.86,942.12,962.74,927.65,847.54,854.44,839.88,825.31,27.8519,27.9019,0.05,13.4891,13.4312,-0.0579,37.7488,37.6535,-0.0953,12.1089,12.0641,-0.0448,25.2908,25.2587,-0.0321,36.2027,36.2292,0.0265,12.85,12.9245,0.0745,32.9403,32.8857,-0.0546,21.7602,21.8442,0.084,34.4697,34.5342,0.0645,28.2255,28.2735,0.048,33.7562,33.7039,-0.0523,16.9595,17.0309,0.0714,27.5513,27.474,-0.0773,20.7441,20.7919,0.0478,31.4851,31.4493,-0.0358,25.7605,25.7056,-0.0549,42.1912,42.1062,-0.085,25.0993,25.1744,0.0751,38.8094,38.8838,0.0744,32.3199,32.2728,-0.0471
2026-05-10 18:52:38,PIECE_A,FournB,10092,False,2,577.18,580.24,87.707,87.064,79.522,81.193,1017.04,1003.37,156.87,155.94,146.83,145.2,21.74,2.86,93,68,M2224,3M1L1A_C,28.5057,125.015,0.00391,OK,OK,OK,OK,0.0057,0.015,0.00391,normal,1022.71,1033.58,1024.81,997.67,1022.25,985.35,998.23,979.52,21.6416,21.633,-0.0086,25.1708,25.1486,-0.0222,41.6739,41.7305,0.0566,15.7861,15.7548,-0.0313,47.4409,47.4184,-0.0225,36.7136,36.6595,-0.0541,20.6173,20.6629,0.0456,46.6266,46.5523,-0.0743,36.3543,36.2838,-0.0705,28.4149,28.3474,-0.0675,33.1177,33.2069,0.0892,35.6649,35.7379,0.073,43.6254,43.5534,-0.072,44.859,44.8207,-0.0383,22.7634,22.8301,0.0667,28.4822,28.5301,0.0479,21.8193,21.862,0.0427,30.876,30.7806,-0.0954,20.6763,20.735,0.0587,39.5267,39.581,0.0543,27.0507,27.1012,0.0505
2026-05-10 18:52:43,PIECE_A,FournC,10093,False,3,491.04,483.44,141.293,145.162,52.879,53.5,951.36,1186.83,194.09,193.76,167.19,166.29,28.48,3.14,94,69,M2225,3M1L2A_C,28.4974,125.054,0.01349,OK,OK,OK,OK,-0.0026,0.054,0.01349,normal,969.09,929.39,951.45,953.18,1157.81,1180.0,1176.1,1180.0,42.2591,42.1668,-0.0923,33.757,33.8098,0.0528,23.3332,23.2642,-0.069,13.3993,13.3821,-0.0172,25.0448,25.1036,0.0588,26.229,26.1937,-0.0353,24.5867,24.6789,0.0922,35.8886,35.7959,-0.0927,42.5948,42.5258,-0.069,38.719,38.6798,-0.0392,19.5824,19.5099,-0.0725,37.0446,37.0565,0.0119,29.8709,29.7716,-0.0993,39.1748,39.2619,0.0871,14.6987,14.6798,-0.0189,32.0749,32.1529,0.078,28.3302,28.2404,-0.0898,43.6651,43.5659,-0.0992,27.1262,27.1602,0.034,37.0638,37.1331,0.0693,36.1562,36.0964,-0.0598
2026-05-10 18:52:48,PIECE_A,FournA,10094,True,1,592.91,616.56,131.001,130.38,72.187,74.273,849.81,1139.49,182.83,183.98,169.67,169.4,13.42,5.83,95,70,M2224,3M1L2A_C,28.4972,124.999,0.00511,OK,OK,OK,OK,-0.0028,-0.001,0.00511,normal,838.13,834.09,864.03,826.14,1122.1,1140.06,1165.66,1169.4,45.2793,45.2672,-0.0121,26.313,26.2946,-0.0184,18.5176,18.5165,-0.0011,12.5432,12.5835,0.0403,45.1515,45.1003,-0.0512,26.3202,26.4127,0.0925,15.4697,15.44,-0.0297,27.752,27.7018,-0.0502,33.9804,34.0349,0.0545,23.4574,23.4104,-0.047,39.3968,39.4181,0.0213,39.9905,39.9405,-0.05,24.4147,24.3459,-0.0688,37.9509,37.9674,0.0165,27.2322,27.1667,-0.0655,39.0019,39.0866,0.0847,17.0367,16.9808,-0.0559,25.592,25.682,0.09,37.4411,37.4116,-0.0295,40.0619,40.1607,0.0988,13.2568,13.2816,0.0248
2026-05-10 18:52:53,PIECE_A,FournB,10095,True,2,556.88,534.25,128.197,129.988,87.277,86.872,891.16,1115.85,172.82,172.85,178.02,175.99,23.84,5.15,96,71,M2225,3M1L3A_C,28.4995,125.03,0.00095,OK,OK,OK,OK,-0.0005,0.03,0.00095,normal,885.99,875.25,914.21,872.71,1152.74,1122.19,1101.44,1114.31,23.4873,23.5042,0.0169,28.8544,28.8624,0.008,14.9304,14.9326,0.0022,35.0895,35.0537,-0.0358,40.6827,40.7025,0.0198,39.7324,39.7565,0.0241,39.1082,39.2015,0.0933,16.1334,16.1188,-0.0146,47.2124,47.3034,0.091,20.9506,20.853,-0.0976,26.6776,26.7478,0.0702,18.5494,18.5546,0.0052,27.6533,27.6895,0.0362,21.5955,21.5406,-0.0549,42.8679,42.8495,-0.0184,13.0697,12.9742,-0.0955,31.5935,31.6799,0.0864,18.8044,18.8821,0.0777,25.439,25.4239,-0.0151,46.7009,46.7532,0.0523,14.4149,14.409,-0.0059
2026-05-10 18:52:58,PIECE_A,FournB,10096,False,4,475.61,466.39,127.954,124.825,136.722,137.727,1111.39,857.18,171.79,169.23,158.23,157.79,18.31,7.13,97,72,M2224,3M1L3A_C,28.4945,125.041,0.00221,OK,OK,OK,OK,-0.0055,0.041,0.00221,normal,1144.04,1084.51,1079.02,1081.21,849.25,851.44,829.68,845.34,38.1646,38.1953,0.0307,39.1288,39.0725,-0.0563,23.9765,23.9459,-0.0306,15.4132,15.5061,0.0929,32.8581,32.8395,-0.0186,42.7128,42.726,0.0132,14.9337,14.8591,-0.0746,45.8514,45.9496,0.0982,13.0317,13.0267,-0.005,18.0551,18.1217,0.0666,19.8721,19.9082,0.0361,13.7452,13.8265,0.0813,23.6663,23.6613,-0.005,38.2492,38.3121,0.0629,30.9245,30.9788,0.0543,40.324,40.2269,-0.0971,19.6475,19.5993,-0.0482,34.8733,34.83,-0.0433,34.1385,34.1998,0.0613,40.7202,40.6695,-0.0507,40.728,40.7574,0.0294
2026-05-10 18:53:03,PIECE_A,FournB,10097,False,5,588.8,574.07,147.912,144.156,88.622,89.176,932.8,1006.84,165.27,166.74,150.11,151.54,27.57,3.06,98,73,M2224,3M1L1A_C,28.4893,125.003,0.00774,OK,OK,OK,OK,-0.0107,0.003,0.00774,normal,943.88,944.26,963.63,946.35,1018.39,1007.17,1023.91,1025.96,18.8599,18.8533,-0.0066,22.4593,22.4577,-0.0016,14.5015,14.4977,-0.0038,32.2092,32.2305,0.0213,16.2569,16.3052,0.0483,19.7832,19.8202,0.037,29.3772,29.2932,-0.084,17.6264,17.5567,-0.0697,41.6543,41.7416,0.0873,20.1427,20.2393,0.0966,12.0458,11.9793,-0.0665,45.0345,44.9463,-0.0882,34.8482,34.7659,-0.0823,45.0232,44.9722,-0.051,39.7288,39.7408,0.012,19.9615,19.9563,-0.0052,47.7594,47.678,-0.0814,13.727,13.7939,0.0669,31.1341,31.0412,-0.0929,25.5333,25.6265,0.0932,32.0311,32.0471,0.016
2026-05-10 18:53:08,PIECE_A,FournB,10098,False,1,540.98,551.42,73.888,75.039,57.917,56.521,1131.29,852.19,175.11,176.38,179.26,178.73,18.9,3.68,99,74,M2224,3M1L2A_C,28.5105,125.017,0.0012,OK,OK,OK,OK,0.0105,0.017,0.0012,normal,1148.29,1145.45,1093.94,1146.06,831.87,851.72,852.48,852.91,30.1178,30.1247,0.0069,24.2066,24.1743,-0.0323,14.6878,14.7654,0.0776,39.629,39.6439,0.0149,25.851,25.8229,-0.0281,16.6547,16.6371,-0.0176,20.3706,20.4615,0.0909,28.9622,28.8992,-0.063,18.2071,18.2067,-0.0004,45.4369,45.415,-0.0219,12.8055,12.8452,0.0397,30.5606,30.5715,0.0109,46.2271,46.2334,0.0063,13.048,13.0287,-0.0193,12.2284,12.2589,0.0305,41.1425,41.1044,-0.0381,18.1711,18.2171,0.046,14.3712,14.3984,0.0272,13.9205,13.9995,0.079,28.5919,28.527,-0.0649,43.2386,43.1475,-0.0911
2026-05-10 18:53:13,PIECE_A,FournA,10099,False,3,503.23,479.88,144.273,144.878,107.189,108.141,883.69,1160.02,154.82,153.92,156.29,156.28,23.51,2.24,100,75,M2225,3M1L2A_C,28.5033,125.005,0.00186,OK,OK,OK,OK,0.0033,0.005,0.00186,normal,894.49,898.95,892.43,872.76,1170.92,1123.68,1165.52,1173.33,32.4749,32.5104,0.0355,46.075,46.1453,0.0703,21.8042,21.7393,-0.0649,21.9136,21.8164,-0.0972,30.7211,30.8033,0.0822,14.0858,14.03,-0.0558,30.1939,30.132,-0.0619,43.847,43.9455,0.0985,42.5275,42.6147,0.0872,27.3962,27.4522,0.056,35.4569,35.5364,0.0795,46.6532,46.7341,0.0809,17.6457,17.6438,-0.0019,28.3379,28.3848,0.0469,20.6932,20.745,0.0518,17.0127,17.1046,0.0919,26.4552,26.4394,-0.0158,43.5145,43.4835,-0.031,17.6419,17.7085,0.0666,25.7869,25.7134,-0.0735,47.7366,47.743,0.0064
2026-05-10 18:53:18,PIECE_A,FournC,10100,False,3,592.98,596.59,93.939,92.271,87.199,86.591,1167.28,861.6,197.5,199.55,127.63,127.18,16.63,6.89,101,76,M2225,3M1L1A_C,28.4988,125.01,0.00489,OK,OK,OK,OK,-0.0012,0.01,0.00489,normal,1170.43,1180.0,1139.77,1134.58,888.19,840.63,863.2,853.0,24.2803,24.2204,-0.0599,26.055,25.968,-0.087,26.845,26.759,-0.086,40.111,40.0113,-0.0997,39.5191,39.5464,0.0273,17.0675,16.9935,-0.074,38.042,38.139,0.097,25.9518,25.925,-0.0268,40.4166,40.4819,0.0653,43.2026,43.19,-0.0126,20.0846,19.9974,-0.0872,36.6355,36.5466,-0.0889,46.9562,46.9355,-0.0207,38.7988,38.7508,-0.048,35.3153,35.4083,0.093,42.4763,42.544,0.0677,33.7144,33.6559,-0.0585,35.5059,35.593,0.0871,12.8152,12.7733,-0.0419,28.99,28.9516,-0.0384,24.6049,24.5696,-0.0353
2026-05-10 18:53:24,PIECE_A,FournA,10101,False,2,480.65,485.3,74.132,75.502,148.814,152.038,1196.94,934.04,175.26,173.9,158.57,159.22,22.15,7.35,102,77,M2224,3M1L3A_C,28.4925,125.016,0.00832,OK,OK,OK,OK,-0.0075,0.016,0.00832,normal,1169.77,1176.51,1180.0,1180.0,947.54,897.67,956.39,941.47,18.9393,18.917,-0.0223,22.7528,22.7414,-0.0114,34.665,34.6244,-0.0406,12.0138,11.9659,-0.0479,47.6118,47.6295,0.0177,37.0651,37.0264,-0.0387,21.8654,21.8034,-0.062,18.588,18.6122,0.0242,30.0212,29.9361,-0.0851,36.4308,36.5094,0.0786,19.1174,19.1747,0.0573,28.5013,28.4935,-0.0078,40.4821,40.4053,-0.0768,25.6798,25.6141,-0.0657,46.4579,46.4794,0.0215,29.0087,29.0143,0.0056,17.2699,17.1873,-0.0826,45.0621,45.1016,0.0395,47.1542,47.2118,0.0576,24.7346,24.6558,-0.0788,26.2654,26.1715,-0.0939
2026-05-10 18:53:29,PIECE_A,FournC,10102,False,5,487.27,472.62,56.912,56.912,90.764,92.935,827.62,1123.1,177.6,178.27,175.75,176.58,27.57,4.38,103,78,M2224,3M1L1A_C,28.4972,125.002,0.00478,OK,OK,OK,OK,-0.0028,0.002,0.00478,normal,838.62,824.19,828.97,838.6,1101.08,1100.1,1137.48,1106.8,42.6147,42.6119,-0.0028,43.9684,44.0105,0.0421,46.9322,46.9282,-0.004,23.8579,23.9283,0.0704,13.4258,13.437,0.0112,20.1179,20.1534,0.0355,27.8494,27.8318,-0.0176,24.811,24.7688,-0.0422,47.1945,47.2373,0.0428,17.3184,17.401,0.0826,30.0989,30.0372,-0.0617,31.5859,31.5948,0.0089,42.7841,42.8055,0.0214,37.4132,37.4053,-0.0079,43.7859,43.8639,0.078,14.9343,14.8568,-0.0775,22.166,22.0713,-0.0947,16.1851,16.1683,-0.0168,36.5256,36.5957,0.0701,31.8638,31.8657,0.0019,12.1188,12.1183,-0.0005
2026-05-10 18:53:34,PIECE_A,FournA,10103,False,1,586.69,607.99,84.094,82.169,81.855,81.768,885.5,903.52,177.98,178.18,156.68,158.48,28.03,5.02,104,79,M2225,3M1L2A_C,28.5044,124.979,0.00812,OK,OK,OK,OK,0.0044,-0.021,0.00812,normal,899.54,916.53,893.54,904.54,876.34,891.08,881.78,858.8,12.51,12.4796,-0.0304,47.4293,47.4057,-0.0236,36.3039,36.2168,-0.0871,33.0205,32.9838,-0.0367,44.4957,44.3963,-0.0994,13.0334,13.0497,0.0163,42.1544,42.1934,0.039,47.5349,47.4717,-0.0632,38.102,38.0311,-0.0709,15.1513,15.1558,0.0045,37.4816,37.5155,0.0339,46.992,46.9304,-0.0616,33.7668,33.8245,0.0577,39.3716,39.2822,-0.0894,26.208,26.2391,0.0311,15.6074,15.5872,-0.0202,12.6246,12.6157,-0.0089,30.0123,29.9736,-0.0387,13.7989,13.7549,-0.044,34.8165,34.8639,0.0474,35.9353,36.0226,0.0873
2026-05-10 18:53:39,PIECE_A,FournB,10104,True,1,596.58,618.3,143.134,146.502,50.222,51.029,1154.69,878.89,168.01,165.24,166.3,165.74,19.75,5.56,105,80,M2225,3M1L1A_C,28.4929,125.01,0.01067,OK,OK,OK,OK,-0.0071,0.01,0.01067,normal,1149.64,1150.2,1156.4,1172.32,885.9,872.12,860.2,884.64,29.3181,29.3242,0.0061,21.5788,21.6719,0.0931,25.217,25.2355,0.0185,30.074,30.0104,-0.0636,30.1887,30.2391,0.0504,31.7901,31.6973,-0.0928,24.234,24.2905,0.0565,33.1124,33.0445,-0.0679,23.8523,23.8208,-0.0315,38.8442,38.8204,-0.0238,24.5673,24.6573,0.09,40.4769,40.4939,0.017,47.9806,47.9555,-0.0251,14.5262,14.6113,0.0851,28.574,28.5115,-0.0625,20.3545,20.2565,-0.098,28.1146,28.1007,-0.0139,34.3672,34.3386,-0.0286,12.1972,12.1416,-0.0556,31.5725,31.4973,-0.0752,42.8094,42.7337,-0.0757
2026-05-10 18:53:44,PIECE_A,FournA,10105,True,3,573.58,584.38,147.474,148.628,93.285,94.412,1077.71,853.81,189.17,188.49,144.46,144.84,12.54,5.63,106,81,M2224,3M1L2A_C,28.5005,125.038,0.00521,OK,OK,OK,OK,0.0005,0.038,0.00521,normal,1061.67,1047.53,1079.96,1058.74,849.83,863.19,849.4,884.39,18.2599,18.1694,-0.0905,28.5008,28.5961,0.0953,27.9877,28.0203,0.0326,32.8103,32.7708,-0.0395,38.2273,38.2169,-0.0104,18.2731,18.3609,0.0878,44.5077,44.4802,-0.0275,39.1824,39.217,0.0346,32.8711,32.9266,0.0555,20.307,20.3915,0.0845,29.7508,29.8124,0.0616,39.5797,39.4925,-0.0872,27.3891,27.4003,0.0112,30.5007,30.4533,-0.0474,45.2637,45.3484,0.0847,40.2277,40.2017,-0.026,45.649,45.6331,-0.0159,12.0116,11.9618,-0.0498,21.512,21.4675,-0.0445,35.8146,35.8413,0.0267,17.3361,17.3642,0.0281
2026-05-10 18:53:49,PIECE_A,FournB,10106,False,1,557.06,547.41,65.439,67.4,73.484,73.34,1035.07,1088.47,159.77,158.43,165.6,164.5,13.76,5.01,107,82,M2224,3M1L3A_C,28.4956,124.998,0.00845,OK,OK,OK,OK,-0.0044,-0.002,0.00845,normal,1030.3,1060.09,1041.37,1041.61,1108.83,1123.32,1104.42,1087.28,26.3706,26.4443,0.0737,17.9924,18.0286,0.0362,40.5733,40.5613,-0.012,30.6282,30.5647,-0.0635,19.7931,19.8308,0.0377,34.0944,34.0169,-0.0775,23.727,23.6705,-0.0565,18.9721,18.9071,-0.065,41.6563,41.6243,-0.032,14.5377,14.4512,-0.0865,45.7694,45.7248,-0.0446,44.6819,44.7425,0.0606,45.789,45.8334,0.0444,44.7243,44.7339,0.0096,13.9024,13.9812,0.0788,16.6564,16.61,-0.0464,25.4072,25.419,0.0118,12.6376,12.6498,0.0122,43.9757,43.9792,0.0035,39.0648,39.0283,-0.0365,28.3487,28.2649,-0.0838
2026-05-10 18:53:54,PIECE_A,FournC,10107,False,2,412.98,397.95,131.872,130.873,95.148,92.845,1121.13,860.66,171.07,172.43,128.95,130.13,12.51,4.26,108,83,M2225,3M1L3A_C,28.4957,124.978,0.00797,OK,OK,OK,OK,-0.0043,-0.022,0.00797,normal,1124.15,1147.44,1151.76,1137.48,860.96,844.34,855.38,819.6,17.119,17.197,0.078,45.019,45.0795,0.0605,15.068,15.0129,-0.0551,21.5861,21.5723,-0.0138,43.7087,43.6459,-0.0628,36.1882,36.1848,-0.0034,24.254,24.194,-0.06,36.9341,36.9756,0.0415,41.998,41.921,-0.077,36.9523,36.9185,-0.0338,31.2838,31.3691,0.0853,42.9622,43.0255,0.0633,47.3248,47.4113,0.0865,27.8494,27.938,0.0886,43.1249,43.0254,-0.0995,23.6511,23.6969,0.0458,46.6995,46.7302,0.0307,38.693,38.6122,-0.0808,35.3892,35.4406,0.0514,14.9245,15.0157,0.0912,19.1481,19.0562,-0.0919
2026-05-10 18:53:59,PIECE_A,FournB,10108,False,3,537.28,538.95,67.808,67.573,75.85,73.676,1130.06,928.4,191.59,190.94,175.18,174.95,12.18,7.6,109,84,M2225,3M1L3A_C,28.4978,124.952,0.00707,OK,OK,OK,OK,-0.0022,-0.048,0.00707,normal,1128.17,1165.37,1129.85,1136.78,938.4,920.05,916.62,935.63,15.3776,15.3371,-0.0405,31.3422,31.298,-0.0442,13.8774,13.8684,-0.009,16.4864,16.5008,0.0144,12.5172,12.4891,-0.0281,16.0112,16.0728,0.0616,46.8131,46.718,-0.0951,37.5418,37.4722,-0.0696,20.6659,20.6652,-0.0007,47.9274,47.8783,-0.0491,47.6787,47.7034,0.0247,47.0553,47.0291,-0.0262,40.5684,40.6506,0.0822,28.1666,28.0715,-0.0951,25.9007,25.8541,-0.0466,44.5331,44.6295,0.0964,36.2339,36.2043,-0.0296,12.5102,12.4316,-0.0786,17.8935,17.8836,-0.0099,31.6112,31.6362,0.025,38.2724,38.3487,0.0763
